"วันที่"|"สัญชาติ"|"จำนวน"|"ค่าปรับ"
"2024-08-25"|"DNK"|"1"|"1000"
"2024-08-24"|"CAN"|"1"|"20000"
"2024-08-24"|"TWN"|"1"|"6500"
"2024-08-24"|"GBR"|"1"|"5500"
"2024-08-23"|"CHN"|"3"|"15000"
"2024-08-23"|"AUS"|"1"|"1500"
"2024-08-23"|"GBR"|"1"|"13500"
"2024-08-23"|"KOR"|"1"|"20000"
"2024-08-23"|"USA"|"1"|"14000"
"2024-08-22"|"CHN"|"3"|"16000"
"2024-08-22"|"KOR"|"2"|"5000"
"2024-08-21"|"MMR"|"1"|"2500"
"2024-08-19"|"USA"|"2"|"22500"
"2024-08-19"|"MMR"|"1"|"20000"
"2024-08-29"|"USA"|"1"|"1500"
"2024-08-28"|"AUS"|"1"|"14500"
"2024-08-31"|"USA"|"2"|"12500"
"2024-08-31"|"TWN"|"1"|"4000"
"2024-08-30"|"NZL"|"2"|"15500"
"2024-08-30"|"USA"|"1"|"2500"
"2024-08-02"|"MMR"|"1"|"20000"
"2024-09-01"|"CHN"|"2"|"21000"
"2024-09-01"|"GBR"|"1"|"1000"
"2024-09-01"|"AUS"|"1"|"1000"
"2024-09-02"|"USA"|"1"|"1000"
"2024-09-02"|"ISR"|"1"|"4000"
"2024-09-03"|"GBR"|"2"|"18500"
"2024-09-03"|"SWE"|"1"|"1000"
"2024-09-03"|"USA"|"1"|"1000"
"2024-09-03"|"RUS"|"1"|"1000"
"2024-09-04"|"USA"|"1"|"14000"
"2024-09-05"|"KWT"|"1"|"5000"
"2024-09-05"|"USA"|"1"|"20000"
"2024-10-01"|"MMR"|"1"|"20000"
"2024-10-01"|"CHN"|"1"|"8500"
"2024-10-01"|"MMR"|"1"|"20000"
"2024-10-01"|"CHN"|"1"|"8500"
"2024-10-02"|"GBR"|"2"|"9500"
"2024-10-02"|"CHN"|"1"|"20000"
"2024-10-03"|"CHN"|"1"|"4500"
"2024-10-08"|"CHN"|"2"|"5000"
"2024-10-08"|"USA"|"1"|"2000"
"2024-10-08"|"ISR"|"1"|"2500"
"2024-10-06"|"MMR"|"1"|"1500"
"2024-10-06"|"KOR"|"1"|"1500"
"2024-10-05"|"MMR"|"1"|"1500"
"2024-10-05"|"ISR"|"1"|"1500"
"2024-10-04"|"TWN"|"1"|"2500"
"2024-10-04"|"USA"|"1"|"20000"
"2024-10-09"|"GBR"|"2"|"21000"
"2024-10-12"|"CHN"|"4"|"14500"
"2024-10-13"|"GBR"|"1"|"2000"
"2024-10-11"|"HKG"|"1"|"1500"
"2024-10-11"|"CHN"|"3"|"18000"
"2024-10-11"|"SGP"|"1"|"2000"
"2024-10-14"|"GBR"|"1"|"2500"
"2024-10-16"|"MMR"|"1"|"2000"
"2024-10-16"|"THA"|"1"|"800"
"2024-10-20"|"CHN"|"1"|"20000"
"2024-10-19"|"CHN"|"1"|"9500"
"2024-10-18"|"SVN"|"1"|"1000"
"2024-10-18"|"MMR"|"1"|"1000"
"2024-10-18"|"IDN"|"1"|"20000"
"2024-10-17"|"CHN"|"2"|"3000"
"2024-10-17"|"SWE"|"1"|"1500"
"2024-10-21"|"CHN"|"1"|"1500"
"2024-10-01"|"CHN"|"3"|"35500"
"2024-10-23"|"CHN"|"3"|"35500"
"2024-10-23"|"KOR"|"3"|"4000"
"2024-10-23"|"USA"|"2"|"7500"
"2024-10-18"|"SVN"|"1"|"1000"
"2024-10-18"|"MMR"|"1"|"1000"
"2024-10-18"|"IDN"|"1"|"20000"
"2024-10-19"|"CHN"|"1"|"9500"
"2024-10-24"|"IRL"|"1"|"1500"
"2024-10-24"|"AUS"|"1"|"7000"
"2024-10-24"|"USA"|"1"|"7000"
"2024-10-24"|"CHN"|"1"|"20000"
"2024-10-28"|"CHN"|"2"|"18500"
"2024-10-26"|"CHE"|"1"|"4500"
"2024-10-26"|"NLD"|"1"|"1000"
"2024-10-25"|"GBR"|"1"|"20000"
"2024-10-25"|"VNM"|"1"|"20000"
"2024-10-25"|"USA"|"1"|"9000"
"2024-10-30"|"NOR"|"1"|"14500"
"2024-10-30"|"MMR"|"2"|"15500"
"2024-10-29"|"USA"|"1"|"9500"
"2024-10-07"|"CHN"|"1"|"20000"
"2024-10-15"|"USA"|"1"|"1000"
"2024-10-31"|"AUS"|"1"|"2000"
"2024-10-31"|"MMR"|"1"|"1000"
"2024-11-04"|"FRA"|"1"|"20000"
"2024-11-04"|"CHN"|"2"|"28000"
"2024-11-04"|"TUR"|"1"|"20000"
"2024-11-04"|"JPN"|"1"|"2000"
"2024-11-05"|"USA"|"1"|"11000"
"2024-11-05"|"FRA"|"1"|"20000"
"2024-11-05"|"VNM"|"1"|"20000"
"2024-11-07"|"MMR"|"3"|"3000"
"2024-11-06"|"MMR"|"1"|"2000"
"2024-11-06"|"CHN"|"1"|"21000"
"2024-11-06"|"CAN"|"1"|"1000"
"2024-11-02"|"GBR"|"2"|"11000"
"2024-11-02"|"TWN"|"1"|"1000"
"2024-11-02"|"LTU"|"1"|"1000"
"2024-11-02"|"CHN"|"1"|"16500"
"2024-11-03"|"AUS"|"1"|"1500"
"2024-11-09"|"CHN"|"1"|"1000"
"2024-11-09"|"USA"|"1"|"3500"
"2024-11-13"|"GBR"|"1"|"2500"
"2024-11-13"|"USA"|"1"|"16000"
"2024-11-13"|"ISR"|"1"|"9000"
"2024-11-12"|"USA"|"1"|"1500"
"2024-11-10"|"MMR"|"1"|"3000"
"2024-11-10"|"ITA"|"3"|"1500"
"2024-11-14"|"CHN"|"2"|"23000"
"2024-11-14"|"PHL"|"1"|"2500"
"2024-11-14"|"DEU"|"1"|"1000"
"2024-11-21"|"CHN"|"1"|"16500"
"2024-11-21"|"USA"|"1"|"4500"
"2024-11-19"|"KOR"|"1"|"1000"
"2024-11-19"|"UKR"|"1"|"4000"
"2024-11-18"|"USA"|"1"|"7000"
"2024-11-21"|"CHN"|"1"|"16500"
"2024-11-21"|"USA"|"1"|"4500"
"2024-11-24"|"MMR"|"1"|"20000"
"2024-11-23"|"CHN"|"2"|"21000"
"2024-11-23"|"UKR"|"1"|"5000"
"2024-11-23"|"ISL"|"1"|"1500"
"2024-11-23"|"BRA"|"2"|"6000"
"2024-11-23"|"DEU"|"2"|"3000"
"2024-11-25"|"USA"|"1"|"2000"
"2024-11-25"|"CHN"|"1"|"20000"
"2024-11-27"|"MMR"|"2"|"2000"
"2024-11-27"|"GBR"|"1"|"1000"
"2024-11-27"|"MYS"|"1"|"4000"
"2024-11-26"|"CHN"|"2"|"23000"
"2024-11-26"|"AUS"|"1"|"1000"
"2024-11-26"|"GBR"|"1"|"2500"
"2024-11-30"|"GBR"|"1"|"2500"
"2024-11-30"|"CHN"|"1"|"1000"
"2024-11-30"|"NOR"|"1"|"7000"
"2024-11-30"|"AUS"|"1"|"2000"
"2024-11-29"|"FRA"|"1"|"1500"
"2024-11-29"|"CHN"|"1"|"3500"
"2024-11-28"|"CHN"|"1"|"2500"
"2024-11-28"|"USA"|"1"|"1000"
"2024-11-28"|"CAN"|"1"|"2500"
"2024-11-28"|"GBR"|"1"|"1500"
"2024-11-28"|"ISR"|"1"|"1500"
"2024-11-20"|"UKR"|"1"|"4500"
"2024-11-20"|"GBR"|"1"|"20000"
"2024-11-20"|"MMR"|"1"|"3500"
"2024-11-08"|"FRA"|"1"|"2500"
"2024-12-03"|"CHN"|"2"|"20000"
"2024-12-03"|"ESP"|"2"|"2000"
"2024-12-03"|"USA"|"1"|"20000"
"2024-12-02"|"GBR"|"1"|"1000"
"2024-12-02"|"HRV"|"1"|"15000"
"2024-12-02"|"FRA"|"1"|"1000"
"2024-12-02"|"MMR"|"1"|"1500"
"2024-12-02"|"USA"|"1"|"2500"
"2024-12-01"|"GBR"|"1"|"1000"
"2024-09-14"|"USA"|"2"|"39000"
"2024-09-14"|"KOR"|"1"|"1000"
"2024-09-14"|"AUS"|"1"|"1000"
"2024-09-14"|"MYS"|"1"|"20000"
"2024-09-15"|"USA"|"1"|"2000"
"2024-09-15"|"AUS"|"1"|"1000"
"2024-09-15"|"GBR"|"1"|"1000"
"2024-09-15"|"CHN"|"1"|"3500"
"2024-09-15"|"MMR"|"1"|"4000"
"2024-09-22"|"RUS"|"1"|"20000"
"2024-09-23"|"CAN"|"1"|"4500"
"2024-09-23"|"CHN"|"1"|"1000"
"2024-09-23"|"MMR"|"1"|"2500"
"2024-09-23"|"KOR"|"1"|"2000"
"2024-09-23"|"KOR"|"1"|"2000"
"2024-09-24"|"CHN"|"1"|"3500"
"2024-09-24"|"AUT"|"1"|"1500"
"2024-09-24"|"USA"|"1"|"20000"
"2024-09-16"|"MMR"|"1"|"2500"
"2024-09-25"|"MMR"|"1"|"2000"
"2024-09-25"|"KOR"|"1"|"2000"
"2024-09-26"|"GBR"|"1"|"1000"
"2024-09-27"|"KWT"|"1"|"20000"
"2024-09-27"|"CHN"|"1"|"1500"
"2024-09-28"|"CHN"|"1"|"1000"
"2024-09-29"|"MMR"|"1"|"2500"
"2024-09-29"|"KOR"|"1"|"1500"
"2024-09-18"|"NZL"|"1"|"3000"
"2024-09-18"|"USA"|"1"|"20000"
"2024-09-29"|"USA"|"1"|"3000"
"2024-09-30"|"GBR"|"1"|"2500"
"2024-09-30"|"MMR"|"1"|"1000"
"2024-09-30"|"USA"|"1"|"1000"
"2024-09-30"|"CHN"|"1"|"20000"
"2024-09-30"|"CHN"|"1"|"2500"
"2024-09-30"|"CHN"|"1"|"2500"
"2024-09-30"|"CHN"|"1"|"1000"
"2024-09-30"|"CHN"|"1"|"1500"
"2024-09-30"|"CHN"|"1"|"20000"
"2024-09-19"|"USA"|"1"|"1500"
"2024-09-19"|"MMR"|"1"|"20000"
"2024-09-19"|"VEN"|"1"|"1000"
"2024-09-22"|"MMR"|"1"|"2500"
"2024-09-22"|"MMR"|"1"|"17500"
"2024-09-22"|"CHN"|"1"|"2000"
"2024-12-04"|"CHN"|"1"|"1000"
"2024-12-04"|"MMR"|"4"|"16000"
"2024-12-09"|"USA"|"3"|"27000"
"2024-12-09"|"CHN"|"1"|"4000"
"2024-12-09"|"GBR"|"1"|"2500"
"2024-12-11"|"CHN"|"2"|"40000"
"2024-12-11"|"GBR"|"1"|"3000"
"2024-12-11"|"VNM"|"2"|"2000"
"2024-12-11"|"USA"|"1"|"1000"
"2024-12-10"|"CHN"|"1"|"1500"
"2024-09-06"|"USA"|"1"|"15000"
"2024-09-06"|"CHN"|"1"|"15000"
"2024-09-06"|"DNK"|"1"|"1000"
"2024-09-08"|"TWN"|"1"|"20000"
"2024-09-09"|"IRL"|"1"|"10000"
"2024-09-11"|"CHN"|"1"|"20000"
"2024-09-11"|"DEU"|"1"|"8000"
"2024-09-11"|"USA"|"2"|"2000"
"2024-09-11"|"GBR"|"1"|"20000"
"2024-09-11"|"USA"|"1"|"1500"
"2024-09-11"|"KOR"|"1"|"2500"
"2024-09-11"|"KOR"|"1"|"2500"
"2024-09-10"|"FRA"|"1"|"20000"
"2024-09-12"|"CHN"|"1"|"1500"
"2024-09-12"|"AUS"|"1"|"6500"
"2024-09-13"|"CHN"|"1"|"5000"
"2024-09-13"|"TWN"|"1"|"20000"
"2024-12-15"|"GBR"|"1"|"1000"
"2024-12-15"|"MMR"|"1"|"20000"
"2024-12-13"|"GBR"|"1"|"2000"
"2024-12-13"|"CHN"|"2"|"5000"
"2024-12-13"|"MMR"|"2"|"3000"
"2024-12-12"|"MMR"|"2"|"16000"
"2024-12-07"|"KOR"|"2"|"29000"
"2024-12-06"|"FRA"|"1"|"4500"
"2024-12-06"|"GBR"|"2"|"5000"
"2024-12-06"|"USA"|"1"|"2000"
"2024-12-06"|"NZL"|"1"|"2500"
"2024-12-05"|"DEU"|"1"|"13000"
"2024-12-17"|"MMR"|"1"|"2000"
"2024-12-17"|"ISR"|"1"|"1000"
"2024-12-17"|"DEU"|"1"|"2000"
"2024-12-17"|"CHN"|"2"|"40000"
"2024-12-17"|"ROU"|"1"|"1000"
"2024-12-16"|"SVN"|"1"|"2000"
"2024-12-16"|"BEL"|"1"|"1000"
"2024-12-16"|"FRA"|"1"|"2500"
"2024-12-23"|"CHN"|"1"|"15000"
"2024-12-22"|"HKG"|"1"|"3000"
"2024-12-24"|"USA"|"3"|"22000"
"2024-12-24"|"GBR"|"1"|"12500"
"2024-12-24"|"NLD"|"1"|"2500"
"2024-12-21"|"CHN"|"1"|"1500"
"2024-12-21"|"USA"|"1"|"5500"
"2024-12-21"|"SGP"|"1"|"1000"
"2024-12-21"|"IRL"|"1"|"1000"
"2024-12-19"|"MMR"|"1"|"5000"
"2024-12-19"|"CHN"|"1"|"17000"
"2024-12-26"|"CHN"|"3"|"52000"
"2024-12-26"|"RUS"|"1"|"8500"
"2024-12-26"|"USA"|"1"|"1000"
"2024-12-27"|"MMR"|"2"|"24500"
"2024-12-27"|"CHN"|"3"|"14500"
"2024-12-29"|"CHN"|"3"|"34000"
"2024-12-28"|"CHN"|"2"|"4000"
"2024-12-28"|"MMR"|"2"|"8000"
"2024-12-30"|"SWE"|"1"|"5000"
"2024-12-31"|"USA"|"2"|"4500"
"2025-01-04"|"FRA"|"2"|"2000"
"2025-01-03"|"MMR"|"1"|"1000"
"2025-01-06"|"NLD"|"1"|"20000"
"2025-01-06"|"USA"|"1"|"3500"
"2025-01-06"|"CHN"|"1"|"18000"
"2025-01-05"|"CHN"|"2"|"40000"
"2025-01-05"|"MMR"|"1"|"5000"
"2025-01-05"|"GBR"|"1"|"1000"
"2025-01-08"|"USA"|"1"|"1000"
"2025-01-08"|"CHN"|"1"|"10500"
"2025-01-08"|"RUS"|"2"|"3500"
"2025-01-08"|"LAO"|"1"|"1000"
"2025-01-07"|"VNM"|"1"|"20000"
"2025-01-07"|"HKG"|"1"|"2500"
"2025-01-07"|"SWE"|"1"|"19500"
"2025-01-07"|"GBR"|"1"|"8500"
"2025-01-07"|"JPN"|"1"|"5500"
"2025-01-07"|"DEU"|"1"|"19000"
"2025-01-07"|"CHN"|"1"|"16000"
"2025-01-14"|"FRA"|"1"|"1500"
"2025-01-14"|"CHN"|"1"|"2000"
"2025-01-13"|"MMR"|"1"|"1000"
"2025-01-13"|"ISR"|"1"|"1500"
"2025-01-13"|"CHN"|"3"|"9000"
"2025-01-13"|"NZL"|"1"|"1500"
"2025-01-01"|"CAN"|"1"|"2500"
"2025-01-01"|"CHN"|"2"|"40000"
"2025-01-02"|"MYS"|"1"|"2500"
"2025-01-02"|"USA"|"1"|"1000"
"2025-01-02"|"CHN"|"1"|"3500"
"2025-01-02"|"GBR"|"1"|"1000"
"2025-01-09"|"CHN"|"4"|"27000"
"2025-01-10"|"MMR"|"1"|"2000"
"2025-01-10"|"CRI"|"1"|"1000"
"2025-01-12"|"NZL"|"1"|"1000"
"2025-01-12"|"CHN"|"3"|"60000"
"2025-01-12"|"AUS"|"1"|"2000"
"2025-01-12"|"KOR"|"1"|"2500"
"2025-01-11"|"CHN"|"2"|"21000"
"2025-01-11"|"GBR"|"1"|"4500"
"2025-01-11"|"MMR"|"1"|"9500"
"2025-01-17"|"CHN"|"1"|"1000"
"2025-01-17"|"BRA"|"2"|"40000"
"2025-01-17"|"USA"|"1"|"4500"
"2025-01-15"|"MMR"|"2"|"25500"
"2025-01-15"|"USA"|"2"|"4500"
"2025-01-15"|"CHN"|"2"|"14000"
"2025-01-16"|"CHN"|"2"|"40000"
"2025-01-19"|"CHN"|"6"|"101500"
"2025-01-20"|"CHN"|"1"|"1000"
"2025-01-22"|"USA"|"1"|"1000"
"2025-01-22"|"DEU"|"1"|"2000"
"2025-01-22"|"MMR"|"2"|"14000"
"2025-01-21"|"TWN"|"2"|"4000"
"2025-01-21"|"DEU"|"1"|"1000"
"2025-01-21"|"CHN"|"1"|"3000"
"2025-01-24"|"KOR"|"1"|"3000"
"2025-01-24"|"MMR"|"1"|"3000"
"2025-01-24"|"CHN"|"1"|"20000"
"2025-01-23"|"CHN"|"1"|"1500"
"2025-01-23"|"ISR"|"1"|"1000"
"2025-01-23"|"SGP"|"1"|"1000"
"2025-01-23"|"CAN"|"1"|"2000"
"2025-01-23"|"USA"|"1"|"3500"
"2025-01-25"|"MMR"|"1"|"2000"
"2025-01-26"|"USA"|"1"|"5000"
"2025-01-26"|"ESP"|"1"|"8500"
"2025-01-26"|"CHN"|"2"|"7000"
"2025-01-26"|"DEU"|"1"|"9500"
"2025-01-26"|"CAN"|"1"|"1000"
"2025-01-28"|"AUS"|"2"|"4500"
"2025-01-28"|"DEU"|"1"|"1500"
"2025-01-28"|"SGP"|"1"|"1500"
"2025-01-28"|"MMR"|"1"|"1000"
"2025-01-27"|"SWE"|"1"|"1000"
"2025-01-27"|"GBR"|"1"|"15000"
"2025-01-30"|"FRA"|"1"|"12500"
"2025-01-30"|"MMR"|"1"|"1000"
"2025-01-30"|"COL"|"1"|"1500"
"2025-01-30"|"IRL"|"1"|"1500"
"2025-01-30"|"USA"|"1"|"20000"
"2025-01-29"|"USA"|"1"|"9500"
"2025-01-29"|"CHN"|"1"|"2500"
"2025-01-29"|"AUS"|"1"|"1500"
"2025-01-31"|"MMR"|"1"|"1500"
"2025-02-01"|"GBR"|"2"|"16500"
"2025-02-01"|"CHN"|"1"|"2500"
"2025-02-01"|"DEU"|"1"|"1000"
"2025-02-01"|"GBR"|"2"|"16500"
"2025-02-01"|"CHN"|"1"|"2500"
"2025-02-01"|"DEU"|"1"|"1000"
"2025-02-02"|"CHN"|"2"|"8000"
"2025-02-02"|"MMR"|"1"|"1000"
"2025-02-03"|"AUS"|"1"|"20000"
"2025-02-03"|"USA"|"1"|"1500"
"2025-02-03"|"IND"|"1"|"1500"
"2025-02-03"|"FRA"|"2"|"7000"
"2025-02-03"|"MMR"|"1"|"1000"
"2025-02-03"|"GBR"|"1"|"1000"
"2025-02-04"|"CAN"|"3"|"4000"
"2025-02-04"|"SLV"|"1"|"1500"
"2025-02-07"|"ARG"|"1"|"2000"
"2025-02-06"|"EST"|"1"|"2500"
"2025-02-06"|"TWN"|"1"|"3000"
"2025-02-06"|"MMR"|"3"|"3000"
"2025-02-06"|"CHE"|"1"|"1000"
"2025-02-05"|"CHN"|"3"|"13000"
"2025-02-05"|"GBR"|"1"|"20000"
"2025-02-05"|"CAN"|"1"|"1000"
"2025-02-05"|"AUS"|"2"|"6000"
"2025-02-05"|"USA"|"1"|"5000"
"2025-02-08"|"NLD"|"1"|"1500"
"2025-02-08"|"MMR"|"2"|"2500"
"2025-02-07"|"ARG"|"1"|"2000"
"2025-02-09"|"CAN"|"2"|"4000"
"2025-02-09"|"BLR"|"1"|"1000"
"2025-02-09"|"CHN"|"2"|"3500"
"2025-02-09"|"KOR"|"1"|"1000"
"2025-02-10"|"MMR"|"1"|"16000"
"2025-02-10"|"CHN"|"2"|"10000"
"2025-02-10"|"GBR"|"1"|"9000"
"2025-02-10"|"TUR"|"1"|"5500"
"2025-02-10"|"NLD"|"1"|"1500"
"2025-02-10"|"ECU"|"1"|"1000"
"2025-02-10"|"MMR"|"1"|"1000"
"2025-02-13"|"CHN"|"5"|"49000"
"2025-02-13"|"GBR"|"1"|"4000"
"2025-02-13"|"CHE"|"1"|"5000"
"2025-02-13"|"SGP"|"1"|"2000"
"2025-02-13"|"USA"|"1"|"2000"
"2025-02-13"|"ISR"|"1"|"1500"
"2025-02-13"|"CHE"|"1"|"10500"
"2025-02-12"|"USA"|"2"|"2500"
"2025-02-12"|"MMR"|"2"|"25500"
"2025-02-12"|"RUS"|"0"|"11500"
"2025-02-12"|"CHN"|"1"|"6000"
"2025-02-12"|"FRA"|"1"|"20000"
"2025-02-19"|"USA"|"2"|"21500"
"2025-02-19"|"NLD"|"1"|"2000"
"2025-02-18"|"CHN"|"6"|"19000"
"2025-02-18"|"AUS"|"2"|"2000"
"2025-02-18"|"SAU"|"1"|"6500"
"2025-02-18"|"USA"|"2"|"4000"
"2025-02-18"|"FRA"|"1"|"3500"
"2025-02-11"|"GBR"|"1"|"8500"
"2025-02-11"|"CHN"|"3"|"34000"
"2025-02-14"|"USA"|"1"|"2500"
"2025-02-14"|"FRA"|"0"|"1000"
"2025-02-14"|"RUS"|"1"|"17500"
"2025-02-14"|"GBR"|"1"|"6000"
"2025-02-14"|"KOR"|"3"|"25000"
"2025-02-15"|"CHN"|"2"|"2000"
"2025-02-15"|"USA"|"1"|"1000"
"2025-02-15"|"MMR"|"1"|"1000"
"2025-02-15"|"IRL"|"1"|"1500"
"2025-02-16"|"CHN"|"3"|"22500"
"2025-02-16"|"NLD"|"1"|"20000"
"2025-02-17"|"CHN"|"2"|"23500"
"2025-02-21"|"VNM"|"1"|"5500"
"2025-02-21"|"USA"|"1"|"1000"
"2025-02-20"|"IRL"|"1"|"1500"
"2025-02-20"|"USA"|"1"|"1500"
"2025-02-20"|"KOR"|"2"|"3000"
"2025-02-20"|"GBR"|"1"|"1500"
"2025-02-22"|"USA"|"1"|"20000"
"2025-02-22"|"MMR"|"1"|"1000"
"2025-02-22"|"CHN"|"2"|"2500"
"2025-02-23"|"USA"|"2"|"3000"
"2025-02-23"|"RUS"|"1"|"4000"
"2025-02-23"|"PAK"|"1"|"6500"
"2025-02-25"|"TWN"|"1"|"3000"
"2025-02-25"|"USA"|"3"|"36000"
"2025-02-25"|"IRL"|"1"|"20000"
"2025-02-25"|"CHN"|"2"|"18500"
"2025-02-24"|"CHN"|"3"|"28000"
"2025-02-24"|"KOR"|"1"|"500"
"2025-02-24"|"USA"|"1"|"1500"
"2025-02-26"|"CHN"|"1"|"5000"
"2025-02-27"|"IRL"|"1"|"1000"
"2025-02-27"|"FRA"|"1"|"1000"
"2025-02-27"|"SGP"|"1"|"1000"
"2025-02-27"|"KOR"|"2"|"5000"
"2025-02-27"|"USA"|"1"|"5000"
"2025-03-06"|"TWN"|"2"|"40000"
"2025-03-06"|"FRA"|"1"|"1500"
"2025-03-06"|"AUS"|"1"|"1000"
"2025-03-05"|"NOR"|"1"|"1500"
"2025-03-05"|"AUS"|"1"|"1000"
"2025-03-05"|"MMR"|"2"|"16000"
"2025-03-05"|"JPN"|"1"|"2000"
"2025-03-05"|"CHN"|"2"|"29000"
"2025-03-04"|"MMR"|"2"|"19000"
"2025-03-04"|"LVA"|"1"|"18000"
"2025-03-04"|"USA"|"1"|"2500"
"2025-03-04"|"JPN"|"1"|"2000"
"2025-03-04"|"GBR"|"1"|"1000"
"2025-03-04"|"GRC"|"1"|"1000"
"2025-03-04"|"PHL"|"1"|"1000"
"2025-03-01"|"KOR"|"21"|"16500"
"2025-03-01"|"NZL"|"1"|"1000"
"2025-03-01"|"KHM"|"1"|"20000"
"2025-03-02"|"CHN"|"1"|"8500"
"2025-03-02"|"DEU"|"1"|"2000"
"2025-03-02"|"KOR"|"2"|"3000"
"2025-03-03"|"KOR"|"4"|"8000"
"2025-03-03"|"MMR"|"1"|"1500"
"2025-03-07"|"SGN"|"1"|"10500"
"2025-03-07"|"KOR"|"1"|"2000"
"2025-03-07"|"MMR"|"1"|"20000"
"2025-03-07"|"DEU"|"1"|"2000"
"2025-03-07"|"CHN"|"1"|"16000"
"2025-03-08"|"CHN"|"2"|"13500"
"2025-03-08"|"MMR"|"1"|"1000"
"2025-03-09"|"CHN"|"2"|"13500"
"2025-03-09"|"MMR"|"1"|"1000"
"2025-03-10"|"USA"|"1"|"9500"
"2025-03-11"|"CHN"|"2"|"4500"
"2025-03-11"|"ISK"|"1"|"1500"
"2025-03-13"|"USA"|"2"|"5000"
"2025-03-13"|"BEL"|"1"|"5000"
"2025-03-21"|"NOR"|"2"|"3000"
"2025-03-20"|"IDN"|"2"|"31000"
"2025-03-20"|"CHN"|"1"|"20000"
"2025-03-20"|"TUR"|"1"|"20000"
"2025-03-20"|"FRA"|"1"|"1000"
"2025-03-19"|"CHN"|"2"|"31000"
"2025-03-19"|"TWN"|"1"|"1000"
"2025-03-19"|"MMR"|"1"|"17000"
"2025-03-19"|"KOR"|"1"|"1000"
"2025-03-18"|"CHN"|"2"|"23000"
"2025-03-18"|"VNM"|"1"|"20000"
"2025-03-18"|"TWN"|"1"|"10500"
"2025-03-18"|"FIN"|"1"|"4500"
"2025-03-17"|"GBR"|"1"|"1000"
"2025-03-17"|"USA"|"1"|"3000"
"2025-03-17"|"RUS"|"1"|"1000"
"2025-03-16"|"CHN"|"1"|"4000"
"2025-03-16"|"USA"|"1"|"1000"
"2025-03-15"|"CHN"|"3"|"37000"
"2025-03-15"|"FRA"|"1"|"2000"
"2025-03-15"|"KOR"|"2"|"2000"
"2025-03-15"|"MMR"|"1"|"1500"
"2025-03-15"|"RUS"|"2"|"3000"
"2025-03-15"|"NLD"|"1"|"12000"
"2025-03-22"|"MMR"|"1"|"2000"
"2025-03-22"|"MMR"|"1"|"2000"
"2025-03-23"|"FRA"|"1"|"1000"
"2025-03-24"|"USA"|"2"|"17000"
"2025-03-24"|"CHN"|"1"|"4000"
"2025-03-25"|"KMR"|"1"|"20000"
"2025-03-25"|"USA"|"1"|"2000"
"2025-03-25"|"COL"|"1"|"20000"
"2025-03-25"|"DEU"|"1"|"5500"
"2025-03-26"|"TWN"|"1"|"1000"
"2025-03-26"|"MMR"|"2"|"5000"
"2025-03-26"|"TUR"|"1"|"1000"
"2025-03-26"|"CHN"|"1"|"14000"
"2025-03-26"|"TWN"|"1"|"1000"
"2025-03-26"|"MMR"|"2"|"5000"
"2025-03-26"|"TUR"|"1"|"1000"
"2025-03-26"|"CHN"|"1"|"14000"
"2025-03-27"|"CHN"|"3"|"23000"
"2025-03-27"|"USA"|"1"|"3500"
"2025-03-27"|"FRA"|"1"|"4500"
"2025-03-27"|"CHN"|"3"|"23000"
"2025-03-27"|"USA"|"1"|"3500"
"2025-03-27"|"FRA"|"1"|"4500"
"2025-03-28"|"CHN"|"3"|"52000"
"2025-03-28"|"KOR"|"1"|"2000"
"2025-03-28"|"CHN"|"3"|"52000"
"2025-03-28"|"KOR"|"1"|"2000"
"2025-03-29"|"CHN"|"2"|"2000"
"2025-03-29"|"USA"|"1"|"1000"
"2025-03-30"|"CHN"|"1"|"1500"
"2025-03-30"|"MMR"|"1"|"1000"
"2025-03-31"|"DEU"|"2"|"2000"
"2025-03-31"|"LVA"|"2"|"4000"
"2025-03-31"|"USA"|"2"|"11500"
"2025-03-31"|"KOR"|"2"|"2000"
"2025-04-08"|"CHN"|"4"|"29500"
"2025-04-05"|"USA"|"1"|"2500"
"2025-04-05"|"JPN"|"1"|"2000"
"2025-04-05"|"GBR"|"2"|"3000"
"2025-04-05"|"CHN"|"2"|"23000"
"2025-04-05"|"FIN"|"1"|"3000"
"2025-04-10"|"USA"|"1"|"6500"
"2025-04-09"|"CHN"|"1"|"18500"
"2025-04-09"|"USA"|"1"|"15500"
"2025-04-09"|"VNM"|"1"|"3500"
"2025-04-06"|"GRC"|"1"|"1000"
"2025-04-06"|"KOR"|"1"|"1000"
"2025-04-03"|"CHN"|"2"|"10500"
"2025-04-03"|"CAN"|"3"|"3000"
"2025-04-03"|"DEU"|"1"|"2000"
"2025-04-03"|"MLT"|"1"|"12500"
"2025-04-03"|"USA"|"0"|"2000"
"2025-04-02"|"CHN"|"2"|"40000"
"2025-04-02"|"USA"|"3"|"3500"
"2025-04-01"|"BEL"|"1"|"2500"
"2025-04-01"|"USA"|"1"|"8000"
"2025-04-19"|"TUR"|"2"|"12000"
"2025-04-19"|"CHN"|"3"|"7000"
"2025-04-19"|"USA"|"1"|"20000"
"2025-04-19"|"KOR"|"1"|"1500"
"2025-04-17"|"DEU"|"1"|"12500"
"2025-04-17"|"SWE"|"1"|"4500"
"2025-04-17"|"NLD"|"1"|"4500"
"2025-04-23"|"CHN"|"6"|"120000"
"2025-04-14"|"LAO"|"1"|"6000"
